1,18
1,25
1,30
1,42
1,47
1,60
1,64
1,80
1,87
1,100
1,100
1,117
1,120
1,125
1,135
1,169
1,170
1,195
1,200
1,220
1,220
1,230
1,230
1,270
1,350
1,375
2,16
2,18
2,42
2,50
2,50
2,60
2,70
2,70
2,100
2,100
2,120
2,120
2,150
2,244
2,250
2,280
2,300
2,300
2,350
2,350
2,350
2,400
2,550
2,600
2,700
3,200
3,280
3,350
3,400
3,430
3,465
3,600
3,620
3,800
