3551353	1875454	1675899
3583084	1861029	1722055
3552027	1865464	1686563
3431013	1864212	1566801
3499227	1823132	1676095
3510335	1874771	1635564
3488301	1864531	1623770
3557183	1904365	1652818
3470575	1849163	1621412
3492324	1880341	1611983
3552711	1851817	1700894
3569262	1856801	1712461
3511986	1832338	1679648
3523972	1867312	1656660
3451961	1782736	1669225
3498291	1878991	1619300
3512582	1869234	1643348
3538931	1873230	1665701
3428052	1809791	1618261
3522880	1843756	1679124
3475767	1844846	1630921
3471775	1816004	1655771
3511805	1852986	1658819
3357469	1835838	1521631
3509256	1859641	1649615
3548185	1883074	1665111
3588871	1862595	1726276
3489685	1842296	1647389
3450787	1802831	1647956
3632994	1907859	1725135
3596082	1878751	1717331
3470051	1843473	1626578
3437604	1847777	1589827
3514632	1885326	1629306
3510916	1807751	1703165
3509773	1871879	1637894
3442887	1870064	1572823
3495222	1844672	1650550
3592188	1873704	1718484
3424404	1841083	1583321
3576142	1846159	1729983
3501720	1853632	1648088
3478675	1833768	1644907
3363266	1871115	1492151
3596731	1895046	1701685
3455917	1841849	1614068
3539430	1878523	1660907
3573377	1871899	1701478
3543930	1840575	1703355
3590186	1846233	1743953
3536919	1841183	1695736
3520288	1873303	1646985
3522429	1833919	1688510
3507147	1848093	1659054
3452716	1857287	1595429
3538440	1884234	1654206
3533100	1841272	1691828
3512930	1837218	1675712
3410756	1859666	1551090
3596799	1876105	1720694
3428628	1848439	1580189
3542437	1854414	1688023
3533465	1838812	1694653
3355673	1836282	1519391
3584496	1881099	1703397
3488876	1843156	1645720
3510260	1909139	1601121
3499981	1847608	1652373
3513158	1873700	1639458
3537737	1848552	1689185
3515056	1846396	1668660
3498735	1836881	1661854
3470372	1841939	1628433
3407504	1851378	1556126
3432121	1855323	1576798
3494111	1838176	1655935
3523112	1839068	1684044
3487741	1823965	1663776
3541616	1857378	1684238
3275805	1826445	1449360
3488560	1867305	1621255
3423848	1806785	1617063
3541572	1833747	1707825
3494464	1870737	1623727
3466271	1810472	1655799
3519861	1833956	1685905
3484019	1839243	1644776
3564632	1860637	1703995
3454330	1815050	1639280
3488923	1845042	1643881
3506616	1839187	1667429
3533160	1858537	1674623
3431796	1831417	1600379
3480624	1855317	1625307
3556532	1846923	1709609
3542702	1866807	1675895
3561242	1882742	1678500
3540846	1836034	1704812
3483886	1884106	1599780
3452092	1833350	1618742
3460974	1837353	1623621
3543844	1889671	1654173
3501814	1839572	1662242
3449497	1832240	1617257
3489509	1841017	1648492
3446089	1812649	1633440
3582291	1872559	1709732
3460524	1853440	1607084
3499313	1836964	1662349
3521429	1874354	1647075
3468047	1823233	1644814
3522644	1852859	1669785
3453692	1785606	1668086
3439755	1816554	1623201
3405833	1797329	1608504
3515567	1856006	1659561
3546395	1890332	1656063
3510294	1889142	1621152
3440587	1862684	1577903
3540294	1898685	1641609
3547379	1829691	1717688
3488567	1825851	1662716
3517114	1860268	1656846
3487696	1828162	1659534
3607639	1827576	1780063
3406017	1880223	1525794
3515145	1865091	1650054
3425524	1832752	1592772
3492995	1870301	1622694
3584591	1881961	1702630
3580702	1883619	1697083
3545555	1838546	1707009
3534616	1857029	1677587
3419934	1807749	1612185
3583561	1905376	1678185
3481146	1814717	1666429
3490902	1811239	1679663
3556288	1889162	1667126
3528787	1876293	1652494
3452314	1837784	1614530
3532081	1872880	1659201
3534052	1852417	1681635
3417751	1870483	1547268
3529564	1853462	1676102
3562714	1841130	1721584
3460434	1861994	1598440
3567021	1881693	1685328
3497707	1866429	1631278
3505119	1849536	1655583
3530257	1843086	1687171
3570898	1837999	1732899
3523523	1863221	1660302
3489610	1846564	1643046
3467999	1839584	1628415
3514987	1880152	1634835
3500425	1872635	1627790
3426063	1815209	1610854
3533782	1841051	1692731
3503119	1844915	1658204
3498765	1809868	1688897
3470277	1834329	1635948
3484216	1848140	1636076
3555828	1854604	1701224
3505898	1839689	1666209
3520750	1875988	1644762
3496829	1867451	1629378
3473021	1847405	1625616
3539466	1886230	1653236
3490084	1812907	1677177
3583233	1865495	1717738
3595043	1879411	1715632
3519484	1852506	1666978
3485838	1822023	1663815
3460423	1844960	1615463
3466706	1819500	1647206
3412493	1821177	1591316
3547908	1855953	1691955
3457436	1827479	1629957
3412472	1878792	1533680
3586263	1861755	1724508
3511708	1822082	1689626
3502835	1856098	1646737
3580746	1819461	1761285
3490141	1840673	1649468
3558194	1907801	1650393
3520369	1860159	1660210
3481820	1822002	1659818
3434013	1833651	1600362
3480994	1850317	1630677
3487947	1898288	1589659
3500866	1853169	1647697
3606248	1862876	1743372
3490466	1873963	1616503
3435388	1833657	1601731
3498004	1846652	1651352
3489897	1851648	1638249
3507498	1813255	1694243
3564406	1879321	1685085
3471985	1862475	1609510
3539948	1856133	1683815
3522965	1832526	1690439
3523332	1877400	1645932
3507910	1865909	1642001
3466493	1864763	1601730
3461856	1826722	1635134
3526835	1884439	1642396
3396079	1868470	1527609
3458384	1838285	1620099
3432304	1828605	1603699
3439049	1830794	1608255
3438342	1851260	1587082
3555455	1870917	1684538
3442115	1869947	1572168
3470034	1856401	1613633
3426773	1849752	1577021
3499018	1862306	1636712
3478708	1850407	1628301
3504200	1857406	1646794
3535298	1896649	1638649
3449564	1826777	1622787
3566480	1891324	1675156
3498612	1900745	1597867
3481461	1830960	1650501
3463299	1828463	1634836
3559766	1878257	1681509
3542726	1861875	1680851
3475470	1862937	1612533
3623639	1870644	1752995
3445510	1860296	1585214
3490114	1859682	1630432
3487169	1830264	1656905
3456481	1842563	1613918
3518731	1881454	1637277
3438011	1834959	1603052
3542286	1890985	1651301
3501387	1886628	1614759
3506926	1819550	1687376
3483356	1884964	1598392
3535876	1862088	1673788
3537223	1887641	1649582
3408585	1852391	1556194
3570065	1853626	1716439
3517396	1874755	1642641
3592641	1867974	1724667
3456399	1860837	1595562
3518570	1872303	1646267
3506933	1850307	1656626
3502690	1879627	1623063
3495165	1861396	1633769
3433502	1838868	1594634
3434115	1842424	1591691
3530805	1861475	1669330
3344873	1855382	1489491
3563833	1911630	1652203
3455057	1823567	1631490
3569984	1862398	1707586
3451991	1841107	1610884
3455055	1794087	1660968
3363470	1868673	1494797
3562889	1832232	1730657
3532843	1832845	1699998
3581860	1874068	1707792
3441823	1886277	1555546
3464652	1777661	1686991
3566533	1858064	1708469
3423254	1877280	1545974
3533405	1858786	1674619
3518999	1819785	1699214
3381918	1799319	1582599
3563034	1869552	1693482
3540249	1856526	1683723
3540490	1852965	1687525
3586087	1878934	1707153
3500843	1851065	1649778
3471843	1820481	1651362
3504190	1838844	1665346
3496391	1879549	1616842
3522969	1832689	1690280
3572040	1850136	1721904
3547464	1912223	1635241
3409294	1790878	1618416
3489648	1840507	1649141
3542047	1851428	1690619
3586210	1896864	1689346
3533037	1876289	1656748
3420928	1880256	1540672
3471329	1860490	1610839
3519672	1869377	1650295
3476710	1816960	1659750
3498554	1837981	1660573
3469950	1862483	1607467
3624302	1886481	1737821
3475323	1859425	1615898
3356971	1858734	1498237
3497605	1831458	1666147
3484451	1868902	1615549
3415457	1850370	1565087
3493789	1810659	1683130
3574424	1818125	1756299
3511046	1878529	1632517
3477173	1854215	1622958
3514155	1859881	1654274
3508969	1829606	1679363
3577497	1865768	1711729
3511808	1852225	1659583
3454531	1785722	1668809
3539476	1840475	1699001
3503069	1803175	1699894
3571231	1875853	1695378
3520172	1862108	1658064
3477172	1802364	1674808
3424721	1833774	1590947
3376238	1855577	1520661
3430687	1814367	1616320
3457110	1878531	1578579
3435425	1859961	1575464
3542268	1838004	1704264
3464962	1868840	1596122
3374682	1843691	1530991
3549883	1897327	1652556
3571554	1874493	1697061
3523414	1835405	1688009
3574913	1886688	1688225
3452956	1826678	1626278
3522017	1865036	1656981
3509459	1868135	1641324
3553966	1901694	1652272
3522660	1880268	1642392
3508417	1819788	1688629
3556836	1859838	1696998
3513467	1853954	1659513
3562067	1838251	1723816
3578148	1847623	1730525
3576658	1882249	1694409
3528473	1868156	1660317
3547528	1791737	1755791
3547673	1840008	1707665
3517502	1849657	1667845
3636033	1834750	1801283
3525089	1857349	1667740
3476526	1848249	1628277
3562869	1877166	1685703
3468735	1865629	1603106
3510667	1858562	1652105
3530613	1861550	1669063
3396259	1860017	1536242
3554943	1865894	1689049
3529886	1840163	1689723
3493257	1826662	1666595
3514802	1835016	1679786
3561288	1811042	1750246
3463116	1797407	1665709
3486526	1827789	1658737
3562208	1861460	1700748
3405336	1819525	1585811
3542904	1839903	1703001
3534297	1863851	1670446
3459028	1836859	1622169
3565705	1876220	1689485
3512503	1850102	1662401
3502892	1848142	1654750
3528812	1884287	1644525
3538263	1860455	1677808
3478511	1853276	1625235
3542133	1852033	1690100
3538893	1886698	1652195
3545268	1884143	1661125
3509436	1836659	1672777
3541672	1857065	1684607
3465426	1838587	1626839
3533102	1881330	1651772
3574962	1874258	1700704
3525446	1877947	1647499
3540721	1904556	1636165
3467209	1822038	1645171
3481971	1845400	1636571
3526774	1862834	1663940
3594086	1870870	1723216
3541712	1843425	1698287
3585335	1844582	1740753
3484838	1816855	1667983
3516254	1849299	1666955
3500200	1870364	1629836
3470320	1845183	1625137
3554596	1870677	1683919
3564296	1843093	1721203
3539676	1858322	1681354
3517091	1836592	1680499
3495382	1824411	1670971
3502522	1858149	1644373
3604966	1875865	1729101
3480989	1863049	1617940
3489703	1880655	1609048
3539171	1834644	1704527
3478213	1829425	1648788
3536563	1830419	1706144
3547033	1845181	1701852
3476021	1824699	1651322
3444770	1842937	1601833
3524420	1883716	1640704
3493393	1843206	1650187
3478878	1846592	1632286
3445524	1820051	1625473
3502502	1872651	1629851
3544530	1845876	1698654
3482813	1851786	1631027
3497383	1834570	1662813
3531663	1862235	1669428
3440891	1845702	1595189
3508925	1814984	1693941
3575675	1905699	1669976
3580311	1870102	1710209
3499570	1825464	1674106
3544233	1866033	1678200
3453302	1855412	1597890
3487200	1844380	1642820
3501448	1879813	1621635
3323788	1819652	1504136
3553044	1882399	1670645
3544330	1812380	1731950
3451776	1863296	1588480
3520916	1865329	1655587
3454812	1863164	1591648
3452587	1843217	1609370
3431762	1858117	1573645
3583030	1889907	1693123
3513083	1868601	1644482
3483710	1795014	1688696
3455093	1818664	1636429
3363705	1833518	1530187
3540570	1843319	1697251
3561076	1858522	1702554
3493661	1850094	1643567
3476957	1837325	1639632
3563365	1877204	1686161
3409398	1835474	1573924
3498040	1840555	1657485
3431599	1779266	1652333
3506050	1879925	1626125
3446865	1846718	1600147
3356881	1828387	1528494
3544742	1888074	1656668
3566969	1850121	1716848
3490690	1813869	1676821
3386036	1838826	1547210
3574821	1857021	1717800
3555100	1857211	1697889
3394444	1822207	1572237
3539410	1853651	1685759
3642173	1908852	1733321
3465232	1826944	1638288
3500890	1830325	1670565
3501225	1843996	1657229
3406852	1854304	1552548
3592082	1882716	1709366
3453811	1839968	1613843
3499865	1868980	1630885
3556391	1883674	1672717
3536147	1835537	1700610
3481911	1864181	1617730
3524272	1839850	1684422
3284321	1836883	1447438
3440820	1831490	1609330
3527785	1863292	1664493
3440389	1833451	1606938
3503218	1851679	1651539
3469018	1846346	1622672
3537106	1852894	1684212
3415724	1851133	1564591
3448624	1789943	1658681
3544603	1855822	1688781
3500960	1868333	1632627
3480476	1887645	1592831
3448868	1859874	1588994
3465757	1835447	1630310
3571872	1874006	1697866
3544680	1831927	1712753
3531342	1891000	1640342
3535127	1818388	1716739
3438368	1854012	1584356
3472015	1884118	1587897
3426265	1851722	1574543
