51605	0	0	0	0	8169	57313	0	8169	1873	6296
50902	0	0	0	0	8872	57184	0	8872	1946	6926
51148	0	0	0	0	8626	57038	0	8626	1889	6737
51173	0	0	0	0	8601	57101	0	8601	1852	6749
51184	0	0	0	0	8590	57292	0	8590	1848	6742
51749	0	0	0	0	8025	57293	0	8025	1868	6157
51914	0	0	0	0	7860	57256	0	7860	1877	5983
51645	0	0	0	0	8129	57225	0	8129	1898	6231
51681	0	0	0	0	8093	57315	0	8093	1856	6237
50929	0	0	0	0	8845	57375	0	8845	1779	7066
50827	0	0	0	0	8947	57280	0	8947	1903	7044
51399	0	0	0	0	8375	57239	0	8375	1891	6484
51376	0	0	0	0	8398	57249	0	8398	1932	6466
50968	0	0	0	0	8806	57400	0	8806	1887	6919
51267	0	0	0	0	8507	57324	0	8507	1824	6683
51724	0	0	0	0	8050	57258	0	8050	1815	6235
51326	0	0	0	0	8448	57321	0	8448	1830	6618
51336	0	0	0	0	8438	57381	0	8438	1822	6616
51779	0	0	0	0	7995	57074	0	7995	1822	6173
51435	0	0	0	0	8339	57249	0	8339	1818	6521
51475	0	0	0	0	8299	57111	0	8299	1872	6427
51274	0	0	0	0	8500	57387	0	8500	1753	6747
50932	0	0	0	0	8842	57340	0	8842	1900	6942
51593	0	0	0	0	8181	57225	0	8181	1861	6320
51575	0	0	0	0	8199	57118	0	8199	1866	6333
50682	0	0	0	0	9092	57285	0	9092	1864	7228
51000	0	0	0	0	8774	57151	0	8774	1831	6943
51514	0	0	0	0	8260	57378	0	8260	1777	6483
51269	0	0	0	0	8505	57251	0	8505	1893	6612
51529	0	0	0	0	8245	57337	0	8245	1778	6467
51705	0	0	0	0	8069	57152	0	8069	1832	6237
51662	0	0	0	0	8112	57405	0	8112	1802	6310
51651	0	0	0	0	8123	57128	0	8123	1897	6226
51550	0	0	0	0	8224	57343	0	8224	1759	6465
51426	0	0	0	0	8348	57242	0	8348	1826	6522
50843	0	0	0	0	8931	57274	0	8931	1884	7047
52221	0	0	0	0	7553	57266	0	7553	1857	5696
51393	0	0	0	0	8381	57304	0	8381	1841	6540
51679	0	0	0	0	8095	57245	0	8095	1827	6268
51718	0	0	0	0	8056	57148	0	8056	1844	6212
51782	0	0	0	0	7992	57199	0	7992	1892	6100
51873	0	0	0	0	7901	57274	0	7901	1863	6038
51107	0	0	0	0	8667	57290	0	8667	1907	6760
51028	0	0	0	0	8746	57362	0	8746	1793	6953
51836	0	0	0	0	7938	57117	0	7938	1938	6000
51885	0	0	0	0	7889	57224	0	7889	1895	5994
51327	0	0	0	0	8447	57108	0	8447	1910	6537
51939	0	0	0	0	7835	57340	0	7835	1824	6011
51061	0	0	0	0	8713	57230	0	8713	1875	6838
51510	0	0	0	0	8264	57265	0	8264	1799	6465
51139	0	0	0	0	8635	57394	0	8635	1801	6834
51716	0	0	0	0	8058	57271	0	8058	1820	6238
50792	0	0	0	0	8982	57349	0	8982	1876	7106
51237	0	0	0	0	8537	57353	0	8537	1824	6713
51538	0	0	0	0	8236	57206	0	8236	1798	6438
50992	0	0	0	0	8782	57260	0	8782	1865	6917
50686	0	0	0	0	9088	57300	0	9088	1842	7246
50744	0	0	0	0	9030	57011	0	9030	1859	7171
51155	0	0	0	0	8619	57095	0	8619	1839	6780
51492	0	0	0	0	8282	57245	0	8282	1766	6516
50830	0	0	0	0	8944	57368	0	8944	1812	7132
50931	0	0	0	0	8843	57331	0	8843	1848	6995
51291	0	0	0	0	8483	57285	0	8483	1882	6601
50633	0	0	0	0	9141	57452	0	9141	1828	7313
51149	0	0	0	0	8625	57252	0	8625	1830	6795
51725	0	0	0	0	8049	57072	0	8049	1904	6145
51069	0	0	0	0	8705	57181	0	8705	1808	6897
50874	0	0	0	0	8900	57051	0	8900	1891	7009
51571	0	0	0	0	8203	57389	0	8203	1813	6390
51524	0	0	0	0	8250	57255	0	8250	1743	6507
50881	0	0	0	0	8893	57214	0	8893	1931	6962
51172	0	0	0	0	8602	57229	0	8602	1820	6782
51128	0	0	0	0	8646	57288	0	8646	1886	6760
51410	0	0	0	0	8364	57213	0	8364	1860	6504
51508	0	0	0	0	8266	57176	0	8266	1803	6463
51198	0	0	0	0	8576	57269	0	8576	1902	6674
50964	0	0	0	0	8810	57142	0	8810	1769	7041
51435	0	0	0	0	8339	57098	0	8339	1879	6460
51338	0	0	0	0	8436	57224	0	8436	1863	6573
51102	0	0	0	0	8672	57364	0	8672	1853	6819
50827	0	0	0	0	8947	57237	0	8947	1884	7063
51334	0	0	0	0	8440	57268	0	8440	1860	6580
51469	0	0	0	0	8305	57377	0	8305	1809	6496
51612	0	0	0	0	8162	57238	0	8162	1742	6420
51115	0	0	0	0	8659	57296	0	8659	1820	6839
51435	0	0	0	0	8339	57367	0	8339	1768	6571
51214	0	0	0	0	8560	57321	0	8560	1835	6725
51514	0	0	0	0	8260	57150	0	8260	1847	6413
51317	0	0	0	0	8457	57199	0	8457	1865	6592
51946	0	0	0	0	7828	57258	0	7828	1829	5999
51826	0	0	0	0	7948	57209	0	7948	1937	6011
51539	0	0	0	0	8235	57570	0	8235	1793	6442
51836	0	0	0	0	7938	57234	0	7938	1836	6102
51597	0	0	0	0	8177	57216	0	8177	1900	6277
51463	0	0	0	0	8311	57245	0	8311	1851	6460
51129	0	0	0	0	8645	57310	0	8645	1875	6770
51533	0	0	0	0	8241	57341	0	8241	1827	6414
51289	0	0	0	0	8485	57280	0	8485	1810	6675
51169	0	0	0	0	8605	57054	0	8605	1862	6743
50963	0	0	0	0	8811	57165	0	8811	1838	6973
51205	0	0	0	0	8569	57167	0	8569	1878	6691
51504	0	0	0	0	8270	57310	0	8270	1852	6418
51793	0	0	0	0	7981	57057	0	7981	1919	6062
51190	0	0	0	0	8584	57368	0	8584	1833	6751
51290	0	0	0	0	8484	57171	0	8484	1870	6614
51621	0	0	0	0	8153	57200	0	8153	1862	6291
51157	0	0	0	0	8617	57127	0	8617	1843	6774
51774	0	0	0	0	8000	57072	0	8000	1882	6118
51220	0	0	0	0	8554	57197	0	8554	1832	6722
